latitude,longitude,floorSize,url,price
40.781365,-73.951866,"1,159",https://www.zillow.com/homedetails/1601-3rd-Ave-APT-33K-New-York-NY-10128/61968625_zpid/,"$1,595,000"
40.892398,-73.909103,"3,000",https://www.zillow.com/homedetails/4555-Henry-Hudson-Pkwy-W-11101109-Bronx-NY-10471/2080566661_zpid/,"$1,118,000"
40.844578,-73.817696,"2,450",https://www.zillow.com/homedetails/3274-Griswold-Ave-Bronx-NY-10465/29844201_zpid/,"$1,900,000"
40.743274,-73.746994,,https://www.zillow.com/homedetails/69-64-228th-St-Bayside-NY-11364/2079760062_zpid/,"$1,700,000"
40.590627,-73.791056,800,https://www.zillow.com/homedetails/156-Beach-62nd-St-52A-Far-Rockaway-NY-11692/93393548_zpid/,"$339,000"
40.765098,-73.744293,"1,080",https://www.zillow.com/homedetails/24120-Northern-Blvd-APT-6D-Little-Neck-NY-11362/80381642_zpid/,"$369,000"
40.749895,-73.758824,"1,597",https://www.zillow.com/homedetails/5816-220th-St-Bayside-Hills-NY-11364/32085586_zpid/,"$1,099,000"
40.853937,-73.89626,"1,495",https://www.zillow.com/homedetails/4451-Park-Ave-Bronx-NY-10457/29784122_zpid/,"$539,000"
40.834249,-73.86049,365,https://www.zillow.com/homedetails/1332-Metropolitan-Ave-APT-6B-Bronx-NY-10462/215951943_zpid/,"$129,000"
40.616198,-74.136594,"2,000",https://www.zillow.com/homedetails/305-Demorest-Ave-Staten-Island-NY-10314/32283008_zpid/,"$649,000"
40.722721,-73.903499,"2,040",https://www.zillow.com/homedetails/6130-Maspeth-Ave-Flushing-NY-11378/31986969_zpid/,"$949,000"
40.728613,-73.733654,"1,420",https://www.zillow.com/homedetails/8934-Moline-St-Jamaica-NY-11428/32091506_zpid/,"$548,000"
40.653752,-73.93573,"1,430",https://www.zillow.com/homedetails/619-Linden-Blvd-Brooklyn-NY-11203/30658525_zpid/,"Est. $585,893"
40.734485,-73.851548,"1,100",https://www.zillow.com/homedetails/10538-63rd-Ave-Flushing-NY-11375/31978240_zpid/,"$429,999"
40.675544,-73.846643,,https://www.zillow.com/homedetails/150-06-Hawtree-St-Ozone-Park-NY-11417/2079796743_zpid/,"$499,999"
40.557381,-74.167825,"1,960",https://www.zillow.com/homedetails/377-Bartlett-Ave-Staten-Island-NY-10312/32355257_zpid/,"$685,000"
40.746742,-73.911894,750,https://www.zillow.com/homedetails/3965-52nd-St-Woodside-NY-11377/31956651_zpid/,"$362,000"
40.823819,-73.810457,"1,600",https://www.zillow.com/homedetails/62-Edgewater-Park-A-Bronx-NY-10465/244445101_zpid/,"$399,000"
40.655438,-73.832182,"2,370",https://www.zillow.com/homedetails/1-Bayview-Ave-Howard-Beach-NY-11414/32218096_zpid/,"$839,000"
